日期,产品类别,地区,销售额,订单量,月份
2024-04-17,家居用品,南方,2707,20,2024-04
2024-04-17,家居用品,华东,2337,20,2024-04
2024-04-17,家居用品,西部,2579,20,2024-04
2024-04-17,运动户外,北方,2251,20,2024-04
2024-04-17,运动户外,南方,2414,20,2024-04
2024-04-17,运动户外,华东,1652,20,2024-04
2024-04-17,运动户外,西部,1795,20,2024-04
2024-04-18,电子产品,北方,7508,31,2024-04
2024-04-18,电子产品,南方,6079,26,2024-04
2024-04-18,电子产品,华东,6783,32,2024-04
2024-04-18,电子产品,西部,7922,32,2024-04
2024-04-18,家用电器,北方,4000,23,2024-04
2024-04-18,家用电器,南方,3991,23,2024-04
2024-04-18,家用电器,华东,3564,20,2024-04
2024-04-18,家用电器,西部,3782,20,2024-04
2024-04-18,服装服饰,北方,6789,35,2024-04
2024-04-18,服装服饰,南方,5317,22,2024-04
2024-04-18,服装服饰,华东,4761,23,2024-04
2024-04-18,服装服饰,西部,5722,28,2024-04
2024-04-18,家居用品,北方,3329,20,2024-04
2024-04-18,家居用品,南方,3057,20,2024-04
2024-04-18,家居用品,华东,2424,20,2024-04
2024-04-18,家居用品,西部,2565,20,2024-04
2024-04-18,运动户外,北方,2376,20,2024-04
2024-04-18,运动户外,南方,1833,20,2024-04
2024-04-18,运动户外,华东,2099,20,2024-04
2024-04-18,运动户外,西部,1746,20,2024-04
2024-04-19,电子产品,北方,8476,46,2024-04
2024-04-19,电子产品,南方,6425,25,2024-04
2024-04-19,电子产品,华东,7260,43,2024-04
2024-04-19,电子产品,西部,6013,24,2024-04
2024-04-19,家用电器,北方,4293,20,2024-04
2024-04-19,家用电器,南方,3813,20,2024-04
2024-04-19,家用电器,华东,3690,20,2024-04
2024-04-19,家用电器,西部,3470,20,2024-04
2024-04-19,服装服饰,北方,6353,35,2024-04
2024-04-19,服装服饰,南方,5291,27,2024-04
2024-04-19,服装服饰,华东,5077,22,2024-04
2024-04-19,服装服饰,西部,6002,24,2024-04
2024-04-19,家居用品,北方,3358,20,2024-04
2024-04-19,家居用品,南方,2599,20,2024-04
2024-04-19,家居用品,华东,2679,20,2024-04
2024-04-19,家居用品,西部,2975,20,2024-04
2024-04-19,运动户外,北方,2286,20,2024-04
2024-04-19,运动户外,南方,2145,20,2024-04
2024-04-19,运动户外,华东,2201,20,2024-04
2024-04-19,运动户外,西部,2178,20,2024-04
2024-04-20,电子产品,北方,12558,61,2024-04
2024-04-20,电子产品,南方,7693,45,2024-04
2024-04-20,电子产品,华东,8005,45,2024-04
2024-04-20,电子产品,西部,8807,49,2024-04
2024-04-20,家用电器,北方,6924,37,2024-04
2024-04-20,家用电器,南方,4601,25,2024-04
2024-04-20,家用电器,华东,4241,20,2024-04
2024-04-20,家用电器,西部,4491,20,2024-04
2024-04-20,服装服饰,北方,9072,38,2024-04
2024-04-20,服装服饰,南方,5706,28,2024-04
2024-04-20,服装服饰,华东,5094,29,2024-04
2024-04-20,服装服饰,西部,7389,29,2024-04
2024-04-20,家居用品,北方,3881,21,2024-04
2024-04-20,家居用品,南方,3721,21,2024-04
2024-04-20,家居用品,华东,3563,20,2024-04
2024-04-20,家居用品,西部,3395,20,2024-04
2024-04-20,运动户外,北方,2948,20,2024-04
2024-04-20,运动户外,南方,2688,20,2024-04
2024-04-20,运动户外,华东,2654,20,2024-04
2024-04-20,运动户外,西部,2328,20,2024-04
2024-04-21,电子产品,北方,8823,37,2024-04
2024-04-21,电子产品,南方,7232,38,2024-04
2024-04-21,电子产品,华东,9859,43,2024-04
2024-04-21,电子产品,西部,9397,37,2024-04
2024-04-21,家用电器,北方,5704,32,2024-04
2024-04-21,家用电器,南方,5376,28,2024-04
2024-04-21,家用电器,华东,5244,25,2024-04
2024-04-21,家用电器,西部,4907,25,2024-04
2024-04-21,服装服饰,北方,8926,38,2024-04
2024-04-21,服装服饰,南方,7827,41,2024-04
2024-04-21,服装服饰,华东,7224,31,2024-04
2024-04-21,服装服饰,西部,6508,32,2024-04
2024-04-21,家居用品,北方,4000,20,2024-04
2024-04-21,家居用品,南方,3555,20,2024-04
2024-04-21,家居用品,华东,3654,20,2024-04
2024-04-21,家居用品,西部,3198,20,2024-04
2024-04-21,运动户外,北方,3396,20,2024-04
2024-04-21,运动户外,南方,2774,20,2024-04
2024-04-21,运动户外,华东,2313,20,2024-04
2024-04-21,运动户外,西部,2835,20,2024-04
2024-04-22,电子产品,北方,7194,30,2024-04
2024-04-22,电子产品,南方,5943,35,2024-04
2024-04-22,电子产品,华东,6710,38,2024-04
2024-04-22,电子产品,西部,5936,34,2024-04
2024-04-22,家用电器,北方,4759,26,2024-04
2024-04-22,家用电器,南方,3751,20,2024-04
2024-04-22,家用电器,华东,3840,20,2024-04
2024-04-22,家用电器,西部,3986,20,2024-04
2024-04-22,服装服饰,北方,5003,28,2024-04
2024-04-22,服装服饰,南方,6260,35,2024-04
2024-04-22,服装服饰,华东,4899,20,2024-04
2024-04-22,服装服饰,西部,4499,24,2024-04
2024-04-22,家居用品,北方,3142,20,2024-04
2024-04-22,家居用品,南方,2958,20,2024-04
2024-04-22,家居用品,华东,2874,20,2024-04
2024-04-22,家居用品,西部,2324,20,2024-04
2024-04-22,运动户外,北方,2104,20,2024-04
2024-04-22,运动户外,南方,1784,20,2024-04
2024-04-22,运动户外,华东,1853,20,2024-04
2024-04-22,运动户外,西部,1669,20,2024-04
2024-04-23,电子产品,北方,8279,40,2024-04
2024-04-23,电子产品,南方,7302,33,2024-04
2024-04-23,电子产品,华东,6177,35,2024-04
2024-04-23,电子产品,西部,6445,33,2024-04
2024-04-23,家用电器,北方,4647,23,2024-04
2024-04-23,家用电器,南方,4083,23,2024-04
2024-04-23,家用电器,华东,3693,20,2024-04
2024-04-23,家用电器,西部,4231,24,2024-04
2024-04-23,服装服饰,北方,6392,34,2024-04
2024-04-23,服装服饰,南方,5500,25,2024-04
2024-04-23,服装服饰,华东,5598,31,2024-04
2024-04-23,服装服饰,西部,5146,24,2024-04
2024-04-23,家居用品,北方,3791,20,2024-04
2024-04-23,家居用品,南方,2452,20,2024-04
2024-04-23,家居用品,华东,2928,20,2024-04
2024-04-23,家居用品,西部,2297,20,2024-04
2024-04-23,运动户外,北方,2235,20,2024-04
2024-04-23,运动户外,南方,1777,20,2024-04
2024-04-23,运动户外,华东,2038,20,2024-04
2024-04-23,运动户外,西部,2063,20,2024-04
2024-04-24,电子产品,北方,9448,50,2024-04
2024-04-24,电子产品,南方,5529,24,2024-04
2024-04-24,电子产品,华东,6282,30,2024-04
2024-04-24,电子产品,西部,6972,35,2024-04
2024-04-24,家用电器,北方,4770,21,2024-04
2024-04-24,家用电器,南方,3661,20,2024-04
2024-04-24,家用电器,华东,3139,20,2024-04
2024-04-24,家用电器,西部,3678,20,2024-04
2024-04-24,服装服饰,北方,6075,30,2024-04
2024-04-24,服装服饰,南方,4374,21,2024-04
2024-04-24,服装服饰,华东,5456,23,2024-04
2024-04-24,服装服饰,西部,4193,23,2024-04
2024-04-24,家居用品,北方,2865,20,2024-04
2024-04-24,家居用品,南方,3008,20,2024-04
2024-04-24,家居用品,华东,2619,20,2024-04
2024-04-24,家居用品,西部,2212,20,2024-04
2024-04-24,运动户外,北方,2591,20,2024-04
2024-04-24,运动户外,南方,2014,20,2024-04
2024-04-24,运动户外,华东,2162,20,2024-04
2024-04-24,运动户外,西部,1523,20,2024-04
2024-04-25,电子产品,北方,7725,44,2024-04
2024-04-25,电子产品,南方,6936,32,2024-04
2024-04-25,电子产品,华东,7662,37,2024-04
2024-04-25,电子产品,西部,6978,34,2024-04
2024-04-25,家用电器,北方,4551,26,2024-04
2024-04-25,家用电器,南方,2875,20,2024-04
2024-04-25,家用电器,华东,4135,20,2024-04
2024-04-25,家用电器,西部,3668,21,2024-04
2024-04-25,服装服饰,北方,6136,30,2024-04
2024-04-25,服装服饰,南方,5240,22,2024-04
2024-04-25,服装服饰,华东,5537,25,2024-04
2024-04-25,服装服饰,西部,5481,24,2024-04
2024-04-25,家居用品,北方,2610,20,2024-04
2024-04-25,家居用品,南方,2406,20,2024-04
2024-04-25,家居用品,华东,2720,20,2024-04
2024-04-25,家居用品,西部,2529,20,2024-04
2024-04-25,运动户外,北方,2193,20,2024-04
2024-04-25,运动户外,南方,2187,20,2024-04
2024-04-25,运动户外,华东,1766,20,2024-04
2024-04-25,运动户外,西部,1826,20,2024-04
2024-04-26,电子产品,北方,8013,44,2024-04
2024-04-26,电子产品,南方,5415,28,2024-04
2024-04-26,电子产品,华东,8337,43,2024-04
2024-04-26,电子产品,西部,7057,37,2024-04
2024-04-26,家用电器,北方,4220,20,2024-04
2024-04-26,家用电器,南方,3787,20,2024-04
2024-04-26,家用电器,华东,3432,20,2024-04
2024-04-26,家用电器,西部,3161,20,2024-04
2024-04-26,服装服饰,北方,5988,30,2024-04
2024-04-26,服装服饰,南方,5453,32,2024-04
2024-04-26,服装服饰,华东,4461,22,2024-04
2024-04-26,服装服饰,西部,5588,29,2024-04
2024-04-26,家居用品,北方,3123,20,2024-04
2024-04-26,家居用品,南方,2315,20,2024-04
2024-04-26,家居用品,华东,2889,20,2024-04
2024-04-26,家居用品,西部,2338,20,2024-04
2024-04-26,运动户外,北方,2116,20,2024-04
2024-04-26,运动户外,南方,1956,20,2024-04
2024-04-26,运动户外,华东,1944,20,2024-04
2024-04-26,运动户外,西部,1850,20,2024-04
2024-04-27,电子产品,北方,10714,57,2024-04
2024-04-27,电子产品,南方,9800,44,2024-04
2024-04-27,电子产品,华东,9564,45,2024-04
2024-04-27,电子产品,西部,8684,50,2024-04
2024-04-27,家用电器,北方,5243,24,2024-04
2024-04-27,家用电器,南方,4707,26,2024-04
2024-04-27,家用电器,华东,5066,23,2024-04
2024-04-27,家用电器,西部,5205,30,2024-04
2024-04-27,服装服饰,北方,7290,39,2024-04
2024-04-27,服装服饰,南方,5906,30,2024-04
2024-04-27,服装服饰,华东,7495,41,2024-04
2024-04-27,服装服饰,西部,6373,37,2024-04
2024-04-27,家居用品,北方,3890,20,2024-04
2024-04-27,家居用品,南方,3443,20,2024-04
2024-04-27,家居用品,华东,3241,20,2024-04
2024-04-27,家居用品,西部,3151,20,2024-04
2024-04-27,运动户外,北方,3096,20,2024-04
2024-04-27,运动户外,南方,2765,20,2024-04
2024-04-27,运动户外,华东,3026,20,2024-04
2024-04-27,运动户外,西部,2769,20,2024-04
2024-04-28,电子产品,北方,10528,51,2024-04
2024-04-28,电子产品,南方,9101,48,2024-04
2024-04-28,电子产品,华东,11434,55,2024-04
2024-04-28,电子产品,西部,8449,37,2024-04
2024-04-28,家用电器,北方,5776,31,2024-04
2024-04-28,家用电器,南方,4091,22,2024-04
2024-04-28,家用电器,华东,4694,27,2024-04
2024-04-28,家用电器,西部,4690,20,2024-04
2024-04-28,服装服饰,北方,8807,50,2024-04
2024-04-28,服装服饰,南方,5872,25,2024-04
2024-04-28,服装服饰,华东,6344,35,2024-04
2024-04-28,服装服饰,西部,6702,33,2024-04
2024-04-28,家居用品,北方,4002,20,2024-04
2024-04-28,家居用品,南方,3568,20,2024-04
2024-04-28,家居用品,华东,2953,20,2024-04
2024-04-28,家居用品,西部,3346,20,2024-04
2024-04-28,运动户外,北方,3232,20,2024-04
2024-04-28,运动户外,南方,2250,20,2024-04
2024-04-28,运动户外,华东,2224,20,2024-04
2024-04-28,运动户外,西部,2514,20,2024-04
2024-04-29,电子产品,北方,9012,48,2024-04
2024-04-29,电子产品,南方,5907,24,2024-04
2024-04-29,电子产品,华东,6329,36,2024-04
2024-04-29,电子产品,西部,8192,41,2024-04
2024-04-29,家用电器,北方,3979,20,2024-04
2024-04-29,家用电器,南方,3718,20,2024-04
2024-04-29,家用电器,华东,3699,21,2024-04
2024-04-29,家用电器,西部,3233,20,2024-04
2024-04-29,服装服饰,北方,5110,23,2024-04
2024-04-29,服装服饰,南方,5470,30,2024-04
2024-04-29,服装服饰,华东,5150,22,2024-04
2024-04-29,服装服饰,西部,5211,28,2024-04
2024-04-29,家居用品,北方,2961,20,2024-04
2024-04-29,家居用品,南方,2759,20,2024-04
2024-04-29,家居用品,华东,2843,20,2024-04
2024-04-29,家居用品,西部,2733,20,2024-04
2024-04-29,运动户外,北方,2349,20,2024-04
2024-04-29,运动户外,南方,1863,20,2024-04
2024-04-29,运动户外,华东,2330,20,2024-04
2024-04-29,运动户外,西部,1956,20,2024-04
2024-04-30,电子产品,北方,7731,45,2024-04
2024-04-30,电子产品,南方,7295,42,2024-04
2024-04-30,电子产品,华东,6093,35,2024-04
2024-04-30,电子产品,西部,6536,36,2024-04
2024-04-30,家用电器,北方,4302,20,2024-04
2024-04-30,家用电器,南方,3376,20,2024-04
2024-04-30,家用电器,华东,4308,24,2024-04
2024-04-30,家用电器,西部,4151,20,2024-04
2024-04-30,服装服饰,北方,6495,29,2024-04
2024-04-30,服装服饰,南方,5626,26,2024-04
2024-04-30,服装服饰,华东,5064,30,2024-04
2024-04-30,服装服饰,西部,5459,30,2024-04
2024-04-30,家居用品,北方,3594,20,2024-04
2024-04-30,家居用品,南方,3095,20,2024-04
2024-04-30,家居用品,华东,1923,20,2024-04
2024-04-30,家居用品,西部,2675,20,2024-04
2024-04-30,运动户外,北方,1916,20,2024-04
2024-04-30,运动户外,南方,1827,20,2024-04
2024-04-30,运动户外,华东,2088,20,2024-04
2024-04-30,运动户外,西部,1857,20,2024-04
2024-05-01,电子产品,北方,7513,43,2024-05
2024-05-01,电子产品,南方,6859,39,2024-05
2024-05-01,电子产品,华东,5446,30,2024-05
2024-05-01,电子产品,西部,5917,23,2024-05
2024-05-01,家用电器,北方,4710,21,2024-05
2024-05-01,家用电器,南方,3657,20,2024-05
2024-05-01,家用电器,华东,3677,20,2024-05
2024-05-01,家用电器,西部,3727,20,2024-05
2024-05-01,服装服饰,北方,4881,25,2024-05
2024-05-01,服装服饰,南方,5666,29,2024-05
2024-05-01,服装服饰,华东,5409,21,2024-05
2024-05-01,服装服饰,西部,5214,28,2024-05
2024-05-01,家居用品,北方,2642,20,2024-05
2024-05-01,家居用品,南方,2201,20,2024-05
2024-05-01,家居用品,华东,2327,20,2024-05
2024-05-01,家居用品,西部,2642,20,2024-05
2024-05-01,运动户外,北方,2153,20,2024-05
2024-05-01,运动户外,南方,1919,20,2024-05
2024-05-01,运动户外,华东,1586,20,2024-05
2024-05-01,运动户外,西部,1808,20,2024-05
2024-05-02,电子产品,北方,7420,38,2024-05
2024-05-02,电子产品,南方,6126,31,2024-05
2024-05-02,电子产品,华东,6772,27,2024-05
2024-05-02,电子产品,西部,5874,24,2024-05
2024-05-02,家用电器,北方,4580,20,2024-05
2024-05-02,家用电器,南方,3937,21,2024-05
2024-05-02,家用电器,华东,3548,20,2024-05
2024-05-02,家用电器,西部,3222,20,2024-05
2024-05-02,服装服饰,北方,5280,24,2024-05
2024-05-02,服装服饰,南方,4894,26,2024-05
2024-05-02,服装服饰,华东,4820,27,2024-05
2024-05-02,服装服饰,西部,4320,20,2024-05
2024-05-02,家居用品,北方,3526,20,2024-05
2024-05-02,家居用品,南方,2013,20,2024-05
2024-05-02,家居用品,华东,2362,20,2024-05
2024-05-02,家居用品,西部,2317,20,2024-05
2024-05-02,运动户外,北方,2112,20,2024-05
2024-05-02,运动户外,南方,1772,20,2024-05
2024-05-02,运动户外,华东,1613,20,2024-05
2024-05-02,运动户外,西部,1795,20,2024-05
2024-05-03,电子产品,北方,8286,34,2024-05
2024-05-03,电子产品,南方,6972,40,2024-05
2024-05-03,电子产品,华东,6880,33,2024-05
2024-05-03,电子产品,西部,6775,31,2024-05
2024-05-03,家用电器,北方,3670,20,2024-05
2024-05-03,家用电器,南方,3009,20,2024-05
2024-05-03,家用电器,华东,3352,20,2024-05
2024-05-03,家用电器,西部,3275,20,2024-05
2024-05-03,服装服饰,北方,5277,25,2024-05
2024-05-03,服装服饰,南方,5656,32,2024-05
2024-05-03,服装服饰,华东,5070,21,2024-05
2024-05-03,服装服饰,西部,4905,27,2024-05
2024-05-03,家居用品,北方,2861,20,2024-05
2024-05-03,家居用品,南方,1968,20,2024-05
2024-05-03,家居用品,华东,2202,20,2024-05
2024-05-03,家居用品,西部,2146,20,2024-05
2024-05-03,运动户外,北方,1931,20,2024-05
2024-05-03,运动户外,南方,1525,20,2024-05
2024-05-03,运动户外,华东,2015,20,2024-05
2024-05-03,运动户外,西部,1694,20,2024-05
2024-05-04,电子产品,北方,10056,40,2024-05
2024-05-04,电子产品,南方,8345,43,2024-05
2024-05-04,电子产品,华东,7809,34,2024-05
2024-05-04,电子产品,西部,8364,40,2024-05
2024-05-04,家用电器,北方,5261,31,2024-05
2024-05-04,家用电器,南方,5283,27,2024-05
2024-05-04,家用电器,华东,4388,22,2024-05
2024-05-04,家用电器,西部,4346,20,2024-05
2024-05-04,服装服饰,北方,8698,40,2024-05
2024-05-04,服装服饰,南方,6266,36,2024-05
2024-05-04,服装服饰,华东,5088,25,2024-05
2024-05-04,服装服饰,西部,6432,33,2024-05
2024-05-04,家居用品,北方,3378,20,2024-05
2024-05-04,家居用品,南方,3268,20,2024-05
2024-05-04,家居用品,华东,2798,20,2024-05
2024-05-04,家居用品,西部,2917,20,2024-05
2024-05-04,运动户外,北方,2796,20,2024-05
2024-05-04,运动户外,南方,2144,20,2024-05
2024-05-04,运动户外,华东,2562,20,2024-05
2024-05-04,运动户外,西部,2090,20,2024-05
2024-05-05,电子产品,北方,10619,42,2024-05
2024-05-05,电子产品,南方,8089,37,2024-05
2024-05-05,电子产品,华东,9904,46,2024-05
2024-05-05,电子产品,西部,8487,36,2024-05
2024-05-05,家用电器,北方,5008,20,2024-05
2024-05-05,家用电器,南方,4061,20,2024-05
2024-05-05,家用电器,华东,4129,20,2024-05
2024-05-05,家用电器,西部,3972,20,2024-05
2024-05-05,服装服饰,北方,7188,30,2024-05
2024-05-05,服装服饰,南方,4747,20,2024-05
2024-05-05,服装服饰,华东,5553,26,2024-05
2024-05-05,服装服饰,西部,6164,26,2024-05
2024-05-05,家居用品,北方,3468,20,2024-05
2024-05-05,家居用品,南方,2741,20,2024-05
2024-05-05,家居用品,华东,3178,20,2024-05
2024-05-05,家居用品,西部,3621,20,2024-05
2024-05-05,运动户外,北方,2714,20,2024-05
2024-05-05,运动户外,南方,2273,20,2024-05
2024-05-05,运动户外,华东,2722,20,2024-05
2024-05-05,运动户外,西部,2196,20,2024-05
2024-05-06,电子产品,北方,8416,49,2024-05
2024-05-06,电子产品,南方,5870,25,2024-05
2024-05-06,电子产品,华东,7110,33,2024-05
2024-05-06,电子产品,西部,6753,28,2024-05
2024-05-06,家用电器,北方,3877,20,2024-05
2024-05-06,家用电器,南方,4164,24,2024-05
2024-05-06,家用电器,华东,3020,20,2024-05
2024-05-06,家用电器,西部,2974,20,2024-05
2024-05-06,服装服饰,北方,6398,34,2024-05
2024-05-06,服装服饰,南方,5202,23,2024-05
2024-05-06,服装服饰,华东,4053,20,2024-05
2024-05-06,服装服饰,西部,4971,29,2024-05
2024-05-06,家居用品,北方,2773,20,2024-05
2024-05-06,家居用品,南方,2553,20,2024-05
2024-05-06,家居用品,华东,2470,20,2024-05
2024-05-06,家居用品,西部,2424,20,2024-05
2024-05-06,运动户外,北方,2206,20,2024-05
